hhsize,sexo,hours_worked,province,inschool,minutes_work,minutes_study,minutes_bbsit,minutes_hprod,indig,RMG,year,FACTORY,age,FAC_AGE
10,femenino ,52,guatemala,0,0,0,,1140,1,0,2006,1,15,15
10,masculino,0,guatemala,1,0,540,,0,1,0,2006,1,9,9
10,masculino,0,guatemala,1,0,540,,0,1,0,2006,1,11,11
10,masculino,44,guatemala,0,480,0,,30,1,0,2006,1,16,16
10,femenino ,44,guatemala,1,480,0,,180,1,0,2006,1,16,16
10,masculino,0,guatemala,0,480,0,,0,1,0,2006,1,13,13
6,femenino ,36,guatemala,1,360,0,0,90,1,0,2014,1,15,15
8,femenino ,0,guatemala,1,0,540,,0,1,0,2006,1,8,8
6,femenino ,0,guatemala,1,30,510,60,0,1,0,2014,1,8,8
6,masculino,0,guatemala,1,30,510,60,0,1,0,2014,1,11,11
3,masculino,0,guatemala,1,30,450,0,0,1,0,2014,1,9,9
4,femenino ,0,guatemala,1,30,510,0,0,1,0,2014,1,11,11
4,femenino ,0,guatemala,1,15,615,0,0,1,0,2014,1,18,18
5,masculino,7,guatemala,1,0,300,0,0,1,0,2000,1,15,15
5,femenino ,0,guatemala,1,0,360,0,165,1,0,2000,1,16,16
5,masculino,0,guatemala,1,0,360,0,0,1,0,2000,1,13,13
3,masculino,0,guatemala,1,10,430,0,0,1,0,2014,1,13,13
3,masculino,56,guatemala,0,420,0,,15,1,1,2006,1,18,18
6,masculino,0,guatemala,1,0,0,0,0,1,0,2000,1,7,7
6,masculino,0,guatemala,1,0,100,0,0,1,0,2000,1,11,11
2,femenino ,66,guatemala,0,710,0,0,45,1,0,2000,1,18,18
2,masculino,0,guatemala,1,0,480,0,30,1,0,2000,1,18,18
1,femenino ,0,guatemala,1,0,480,0,120,1,0,2000,1,18,18
4,masculino,0,guatemala,1,20,440,0,120,1,0,2014,1,14,14
4,femenino ,0,guatemala,1,20,440,0,120,1,0,2014,1,17,17
6,femenino ,56,guatemala,0,480,0,0,90,1,0,2000,1,18,18
5,femenino ,60,guatemala,1,600,0,30,250,1,0,2000,1,17,17
6,femenino ,54,guatemala,0,480,0,0,300,1,0,2000,1,14,14
8,femenino ,21,totonicapan,1,10,360,0,0,1,0,2011,1,9,9
8,femenino ,21,totonicapan,1,10,360,0,0,1,0,2011,1,8,8
3,femenino ,68,guatemala,0,0,0,,960,1,0,2006,1,17,17
5,femenino ,0,guatemala,0,0,0,,0,1,0,2006,1,18,18
5,femenino ,0,guatemala,1,0,720,,0,1,0,2006,1,11,11
2,masculino,91,guatemala,0,900,0,0,70,1,0,2000,1,18,18
8,femenino ,0,guatemala,0,0,0,0,30,1,0,2000,1,12,12
6,masculino,12,guatemala,1,0,360,,240,1,0,2006,1,13,13
6,masculino,12,guatemala,1,0,360,,240,1,0,2006,1,10,10
6,masculino,12,guatemala,1,0,360,,240,1,0,2006,1,12,12
4,femenino ,72,guatemala,0,720,0,0,90,1,0,2014,1,17,17
4,femenino ,0,guatemala,1,15,495,0,90,1,0,2014,1,12,12
4,masculino,0,guatemala,1,15,615,0,15,1,0,2014,1,14,14
5,femenino ,0,guatemala,0,0,0,0,390,1,0,2014,1,18,18
5,femenino ,0,guatemala,1,0,0,0,0,1,0,2014,1,9,9
3,femenino ,72,guatemala,0,720,0,120,165,1,0,2000,1,17,17
6,masculino,0,guatemala,1,10,400,0,80,1,0,2014,1,8,8
7,masculino,0,guatemala,1,0,0,390,1,1,0,2000,1,12,12
7,femenino ,0,guatemala,1,0,0,0,5,1,0,2000,1,7,7
5,masculino,0,guatemala,1,10,310,0,60,1,0,2014,1,10,10
5,masculino,0,guatemala,1,10,310,0,60,1,0,2014,1,9,9
5,femenino ,0,guatemala,1,0,180,0,0,1,0,2000,1,7,7
8,femenino ,0,guatemala,1,180,360,0,120,1,0,2014,1,8,8
8,femenino ,0,guatemala,1,30,210,0,120,1,0,2014,1,8,8
10,masculino,77,guatemala,0,0,0,0,1020,1,0,2014,1,16,16
10,femenino ,0,guatemala,0,0,0,180,360,1,0,2014,1,12,12
10,masculino,0,guatemala,0,0,0,0,420,1,0,2014,1,10,10
10,femenino ,0,guatemala,0,0,0,0,660,1,0,2014,1,14,14
10,masculino,0,guatemala,0,0,0,0,360,1,0,2014,1,7,7
10,femenino ,105,guatemala,0,900,0,0,60,1,0,2014,1,18,18
5,masculino,48,guatemala,0,480,0,0,180,1,0,2014,1,18,18
6,femenino ,0,guatemala,1,300,300,0,105,1,0,2014,1,12,12
6,masculino,0,guatemala,1,300,300,0,60,1,0,2014,1,9,9
6,masculino,48,guatemala,1,0,0,0,510,1,0,2014,1,14,14
8,femenino ,0,guatemala,1,0,90,0,0,1,0,2000,1,8,8
8,femenino ,0,guatemala,1,0,90,0,110,1,0,2000,1,11,11
8,masculino,0,guatemala,1,0,90,0,0,1,0,2000,1,9,9
2,femenino ,40,guatemala,0,480,0,0,430,1,0,2014,1,17,17
9,masculino,70,guatemala,0,600,0,0,0,1,0,2014,1,18,18
9,femenino ,0,guatemala,1,0,0,60,450,1,0,2014,1,13,13
7,masculino,0,guatemala,1,60,420,60,0,1,0,2014,1,12,12
7,femenino ,0,guatemala,0,0,0,0,0,1,0,2014,1,7,7
7,femenino ,42,guatemala,0,420,0,0,390,1,0,2014,1,17,17
6,femenino ,0,guatemala,1,0,330,,480,1,0,2006,1,10,10
6,masculino,14,guatemala,1,0,370,120,380,1,0,2000,1,10,10
2,masculino,78,guatemala,0,780,0,0,0,1,0,2014,1,16,16
6,femenino ,4,guatemala,1,0,360,420,135,1,0,2000,1,14,14
6,femenino ,0,guatemala,1,0,360,0,3,1,0,2000,1,9,9
6,femenino ,0,guatemala,1,0,360,0,0,1,0,2000,1,12,12
5,masculino,0,guatemala,1,0,0,0,0,1,0,2000,1,8,8
6,masculino,0,guatemala,0,0,0,0,120,1,0,2000,1,15,15
6,masculino,0,guatemala,0,0,0,0,120,1,0,2000,1,13,13
6,femenino ,0,guatemala,1,0,570,0,30,1,0,2014,1,13,13
6,femenino ,0,guatemala,1,0,480,0,0,1,0,2014,1,9,9
6,masculino,0,guatemala,1,0,480,0,0,1,0,2014,1,11,11
6,masculino,0,guatemala,1,0,300,,0,1,0,2006,1,7,7
6,femenino ,0,guatemala,1,0,300,,360,1,0,2006,1,9,9
5,femenino ,0,guatemala,1,0,180,0,0,1,0,2014,1,12,12
5,masculino,0,guatemala,1,0,120,0,0,1,0,2014,1,8,8
7,femenino ,98,guatemala,0,0,0,0,615,1,0,2000,1,14,14
7,masculino,0,guatemala,1,0,0,0,0,1,0,2000,1,12,12
7,femenino ,98,guatemala,1,0,0,0,0,1,0,2000,1,9,9
7,femenino ,48,guatemala,0,0,0,0,105,1,0,2000,1,16,16
5,masculino,51,guatemala,0,540,0,,0,1,0,2006,1,15,15
5,femenino ,9,guatemala,0,240,0,,480,1,0,2006,1,11,11
5,masculino,49,guatemala,0,0,0,,60,1,0,2006,1,18,18
4,masculino,0,guatemala,1,150,570,60,30,1,0,2014,1,18,18
7,masculino,54,guatemala,0,780,0,0,0,1,0,2000,1,18,18
7,masculino,54,guatemala,0,780,0,0,0,1,0,2000,1,14,14
4,masculino,8,guatemala,1,180,540,0,150,1,0,2014,1,15,15
12,masculino,24,guatemala,0,60,60,0,240,1,0,2014,1,15,15
12,masculino,24,guatemala,0,0,0,0,240,1,0,2014,1,9,9
12,masculino,0,guatemala,1,10,430,0,0,1,0,2014,1,8,8
12,femenino ,0,guatemala,1,10,430,0,50,1,0,2014,1,13,13
12,femenino ,0,guatemala,1,10,430,30,230,1,0,2014,1,14,14
8,femenino ,0,guatemala,1,0,0,120,290,1,0,2000,1,9,9
8,femenino ,0,guatemala,1,0,0,120,290,1,0,2000,1,12,12
8,femenino ,0,guatemala,1,0,0,0,120,1,0,2000,1,7,7
4,masculino,54,guatemala,0,0,0,0,660,1,0,2014,1,16,16
4,femenino ,0,guatemala,1,30,450,0,260,1,0,2014,1,13,13
8,femenino ,42,guatemala,1,0,0,0,330,1,0,2000,1,8,8
8,masculino,60,guatemala,0,540,0,60,240,1,0,2000,1,14,14
8,femenino ,0,guatemala,1,0,0,240,50,1,0,2000,1,8,8
4,femenino ,35,huehuetenango,0,0,0,300,375,1,0,2011,0,18,0
6,femenino ,0,guatemala,1,0,0,0,0,1,0,2000,1,8,8
6,femenino ,28,guatemala,1,0,0,120,315,1,0,2000,1,10,10
6,femenino ,42,guatemala,1,0,0,240,470,1,0,2000,1,12,12
6,femenino ,0,guatemala,0,0,0,60,10,1,0,2000,1,11,11
6,femenino ,0,guatemala,0,0,0,0,0,1,0,2000,1,7,7
7,masculino,70,guatemala,0,540,0,0,0,1,0,2000,1,15,15
7,masculino,0,guatemala,1,0,0,0,0,1,0,2000,1,10,10
7,femenino ,54,guatemala,0,510,0,30,15,1,0,2000,1,18,18
5,masculino,0,guatemala,1,0,660,,15,1,0,2006,1,17,17
4,masculino,0,chimaltenango,1,0,480,180,50,1,0,2011,1,7,7
10,femenino ,78,guatemala,1,780,0,0,0,1,0,2000,1,16,16
5,masculino,0,guatemala,1,20,410,60,60,1,0,2014,1,9,9
4,masculino,0,izabal,1,0,420,180,55,1,0,2011,0,13,0
3,femenino ,0,guatemala,0,0,0,480,450,1,0,2014,1,17,17
9,femenino ,0,guatemala,0,0,0,0,120,1,0,2014,1,11,11
9,masculino,0,guatemala,1,0,0,0,105,1,0,2014,1,13,13
9,femenino ,0,guatemala,0,0,0,0,105,1,0,2014,1,12,12
9,masculino,32,guatemala,0,300,0,0,0,1,0,2014,1,17,17
6,masculino,0,guatemala,1,0,0,0,0,1,0,2014,1,8,8
6,femenino ,0,guatemala,1,0,0,0,50,1,0,2014,1,11,11
4,masculino,0,guatemala,1,0,600,,0,1,0,2006,1,7,7
8,femenino ,70,guatemala,1,0,0,0,450,1,0,2014,1,17,17
8,masculino,0,guatemala,1,840,0,0,90,1,0,2014,1,16,16
8,femenino ,0,guatemala,0,0,0,0,540,1,0,2014,1,14,14
5,masculino,0,guatemala,1,0,330,,0,1,0,2006,1,12,12
5,masculino,0,guatemala,1,0,330,,0,1,0,2006,1,11,11
5,femenino ,84,guatemala,0,840,0,,0,1,0,2006,1,15,15
6,femenino ,0,guatemala,1,0,0,0,450,1,0,2014,1,17,17
6,femenino ,0,guatemala,1,30,330,0,120,1,0,2014,1,10,10
6,masculino,0,guatemala,1,0,0,0,360,1,0,2014,1,16,16
2,masculino,0,guatemala,1,0,0,0,210,1,0,2014,1,18,18
7,masculino,0,guatemala,1,0,0,0,17,1,0,2000,1,12,12
7,masculino,0,guatemala,1,0,0,0,10,1,0,2000,1,17,17
4,femenino ,0,guatemala,1,0,645,,150,1,0,2006,1,16,16
4,femenino ,0,guatemala,1,0,645,,60,1,0,2006,1,10,10
4,femenino ,0,guatemala,1,0,585,,90,1,0,2006,1,12,12
7,femenino ,0,guatemala,1,0,0,0,0,1,0,2000,1,7,7
7,masculino,0,guatemala,1,0,0,780,20,1,0,2000,1,14,14
7,femenino ,0,guatemala,1,0,0,120,120,1,0,2000,1,10,10
7,masculino,0,guatemala,1,0,0,0,10,1,0,2000,1,12,12
7,femenino ,0,guatemala,1,0,540,,315,1,0,2006,1,14,14
7,femenino ,0,guatemala,1,0,450,,240,1,0,2006,1,12,12
7,femenino ,0,guatemala,1,0,540,,120,1,0,2006,1,8,8
7,masculino,0,guatemala,1,0,540,,105,1,0,2006,1,10,10
6,masculino,36,suchitepequez,1,0,0,0,0,1,0,2011,0,12,0
6,femenino ,0,suchitepequez,1,0,330,120,120,1,0,2011,0,10,0
5,femenino ,0,guatemala,1,0,0,0,0,1,0,2014,1,12,12
3,masculino,0,guatemala,1,0,420,,30,1,0,2006,1,13,13
3,femenino ,0,guatemala,1,0,240,,165,1,0,2006,1,17,17
2,masculino,0,guatemala,1,0,630,,40,1,0,2006,1,15,15
4,masculino,0,sacatepequez,1,0,520,0,0,1,0,2011,1,9,9
3,femenino ,10,guatemala,1,0,120,,480,1,1,2006,1,18,18
6,femenino ,0,guatemala,1,0,360,0,0,1,0,2014,1,9,9
6,femenino ,0,guatemala,1,0,360,60,60,1,0,2014,1,14,14
8,masculino,0,guatemala,1,0,540,,0,1,0,2006,1,18,18
3,masculino,40,sacatepequez,0,482,0,0,180,1,0,2011,1,18,18
6,femenino ,0,guatemala,1,0,120,10,35,1,0,2000,1,15,15
5,masculino,0,guatemala,1,0,120,,10,1,0,2006,1,12,12
4,femenino ,0,guatemala,1,0,480,,0,1,0,2006,1,8,8
5,masculino,33,guatemala,1,360,240,,0,1,1,2006,1,9,9
5,masculino,0,guatemala,1,0,240,,0,1,0,2006,1,7,7
5,masculino,55,guatemala,0,600,0,,0,1,1,2006,1,15,15
10,masculino,48,guatemala,0,600,0,0,0,1,0,2000,1,15,15
10,femenino ,20,guatemala,0,250,0,0,10,1,1,2000,1,18,18
10,masculino,48,guatemala,0,20,0,0,480,1,0,2000,1,17,17
10,femenino ,0,guatemala,1,0,0,0,0,1,0,2000,1,8,8
10,masculino,48,guatemala,0,20,0,0,480,1,0,2000,1,13,13
10,masculino,20,guatemala,1,250,0,0,0,1,1,2000,1,11,11
5,femenino ,49,guatemala,0,540,0,,60,1,1,2006,1,16,16
5,masculino,55,guatemala,0,600,0,,0,1,1,2006,1,11,11
5,masculino,48,guatemala,0,20,0,0,480,1,0,2000,1,17,17
5,femenino ,0,guatemala,1,0,0,0,300,1,0,2000,1,12,12
5,masculino,20,guatemala,1,250,0,0,0,1,1,2000,1,15,15
11,femenino ,0,guatemala,1,0,0,300,390,1,0,2000,1,14,14
11,masculino,0,guatemala,1,0,0,0,0,1,0,2000,1,8,8
11,femenino ,0,guatemala,1,0,0,0,300,1,0,2000,1,12,12
11,masculino,0,guatemala,1,10,0,0,500,1,0,2000,1,18,18
11,femenino ,66,guatemala,0,0,0,0,360,1,0,2000,1,16,16
7,masculino,60,guatemala,0,605,0,30,0,1,1,2000,1,17,17
7,masculino,0,guatemala,1,0,300,0,0,1,0,2000,1,11,11
7,masculino,30,guatemala,1,5,300,30,300,1,0,2000,1,13,13
7,masculino,0,guatemala,1,0,300,0,0,1,0,2000,1,7,7
7,masculino,60,guatemala,0,605,0,30,0,1,1,2000,1,15,15
4,femenino ,44,guatemala,0,480,0,,240,1,1,2006,1,18,18
7,femenino ,0,guatemala,1,0,0,0,0,1,0,2000,1,8,8
7,masculino,0,guatemala,1,0,0,0,0,1,0,2000,1,16,16
7,masculino,0,guatemala,1,0,180,0,0,1,0,2000,1,14,14
7,femenino ,0,guatemala,1,0,0,0,40,1,0,2000,1,12,12
7,femenino ,0,guatemala,1,0,180,0,180,1,0,2000,1,18,18
8,femenino ,0,jutiapa,0,0,0,600,90,1,0,2011,0,18,0
5,masculino,0,guatemala,1,0,0,0,30,1,0,2000,1,13,13
2,femenino ,0,guatemala,0,0,0,,870,1,0,2006,1,17,17
2,masculino,50,guatemala,0,600,0,,0,1,0,2006,1,18,18
5,masculino,0,guatemala,1,0,360,,120,1,0,2006,1,10,10
5,masculino,0,guatemala,1,0,390,,120,1,0,2006,1,11,11
7,femenino ,0,guatemala,1,0,0,60,33,1,0,2000,1,11,11
7,femenino ,0,guatemala,1,0,0,180,128,1,0,2000,1,15,15
7,femenino ,0,guatemala,1,0,0,120,38,1,0,2000,1,13,13
7,femenino ,0,guatemala,1,0,360,,30,1,0,2006,1,7,7
7,femenino ,0,guatemala,1,0,360,,40,1,0,2006,1,9,9
7,femenino ,0,guatemala,1,0,360,,90,1,0,2006,1,12,12
7,masculino,0,guatemala,1,0,420,,0,1,0,2006,1,14,14
11,femenino ,0,guatemala,1,0,360,,90,1,0,2006,1,9,9
11,masculino,0,guatemala,1,0,420,,0,1,0,2006,1,10,10
11,masculino,0,guatemala,1,0,390,,0,1,0,2006,1,7,7
11,masculino,0,guatemala,1,0,420,,0,1,0,2006,1,7,7
4,masculino,0,guatemala,1,0,0,0,0,1,0,2014,1,15,15
4,masculino,0,guatemala,1,0,0,0,0,1,0,2014,1,10,10
5,masculino,0,guatemala,0,0,0,0,10,1,0,2000,1,7,7
6,femenino ,0,guatemala,1,0,420,,0,1,0,2006,1,7,7
6,masculino,0,guatemala,1,0,420,,0,1,0,2006,1,13,13
6,masculino,0,guatemala,0,0,0,0,0,1,0,2000,1,11,11
6,femenino ,0,guatemala,0,0,0,0,0,1,0,2000,1,8,8
7,masculino,44,guatemala,0,480,0,,0,1,0,2006,1,17,17
7,masculino,0,guatemala,1,0,390,,0,1,0,2006,1,8,8
7,masculino,0,guatemala,1,0,390,,0,1,0,2006,1,11,11
11,femenino ,0,guatemala,1,0,0,0,300,1,0,2014,1,12,12
11,femenino ,60,guatemala,0,600,0,0,0,1,0,2014,1,14,14
11,femenino ,60,guatemala,0,600,0,0,0,1,0,2014,1,18,18
11,femenino ,0,guatemala,1,0,0,0,300,1,0,2014,1,9,9
11,femenino ,60,guatemala,0,600,0,0,0,1,0,2014,1,16,16
3,masculino,24,guatemala,1,360,0,0,0,1,0,2000,1,13,13
3,femenino ,0,guatemala,0,0,0,0,420,1,0,2000,1,9,9
3,femenino ,0,guatemala,1,0,0,0,480,1,0,2014,1,14,14
5,masculino,42,guatemala,0,600,0,0,0,1,0,2000,1,18,18
5,masculino,0,guatemala,1,0,0,0,0,1,0,2000,1,10,10
5,femenino ,98,guatemala,0,540,0,0,315,1,0,2000,1,15,15
7,femenino ,0,guatemala,1,0,450,,0,1,0,2006,1,7,7
7,femenino ,0,guatemala,1,0,540,,60,1,0,2006,1,15,15
7,masculino,0,guatemala,1,0,480,,0,1,0,2006,1,12,12
7,femenino ,0,guatemala,1,0,600,,0,1,0,2006,1,17,17
7,masculino,0,guatemala,1,0,450,,0,1,0,2006,1,10,10
7,femenino ,0,guatemala,0,0,0,360,330,1,0,2014,1,16,16
7,masculino,0,guatemala,1,0,0,60,105,1,0,2014,1,8,8
7,femenino ,0,guatemala,0,0,0,240,330,1,0,2014,1,15,15
7,masculino,0,guatemala,1,0,420,,30,1,0,2006,1,8,8
7,femenino ,0,guatemala,1,0,450,,180,1,0,2006,1,9,9
4,masculino,0,guatemala,1,0,0,0,105,1,0,2014,1,8,8
4,masculino,0,guatemala,1,0,0,0,240,1,0,2014,1,16,16
6,femenino ,0,guatemala,1,0,420,,90,1,0,2006,1,9,9
6,femenino ,0,guatemala,1,0,960,,0,1,0,2006,1,18,18
6,femenino ,0,guatemala,1,0,60,,180,1,0,2006,1,12,12
6,masculino,6,guatemala,1,0,465,,0,1,0,2006,1,14,14
7,femenino ,50,guatemala,0,540,0,,60,1,1,2006,1,14,14
7,femenino ,50,guatemala,0,540,0,,120,1,1,2006,1,12,12
7,femenino ,50,guatemala,0,540,0,,300,1,1,2006,1,18,18
7,femenino ,0,guatemala,1,0,360,,120,1,0,2006,1,10,10
5,femenino ,0,guatemala,1,0,0,0,0,1,0,2000,1,9,9
9,femenino ,0,guatemala,0,0,0,,510,1,0,2006,1,16,16
9,masculino,0,guatemala,0,0,0,,1140,1,0,2006,1,9,9
9,femenino ,0,guatemala,0,0,0,,180,1,0,2006,1,7,7
8,femenino ,84,guatemala,0,720,0,0,0,1,0,2014,1,14,14
8,femenino ,54,guatemala,0,0,0,0,210,1,0,2014,1,12,12
8,masculino,54,guatemala,0,0,0,0,60,1,0,2014,1,10,10
8,masculino,0,guatemala,0,0,0,0,0,1,0,2014,1,7,7
7,masculino,0,guatemala,1,20,380,60,120,1,0,2014,1,10,10
7,masculino,0,guatemala,0,0,0,60,150,1,0,2014,1,8,8
8,masculino,48,guatemala,1,480,0,,120,1,0,2006,1,18,18
8,femenino ,12,guatemala,1,0,360,,510,1,0,2006,1,11,11
8,masculino,36,guatemala,1,300,360,,0,1,0,2006,1,14,14
7,masculino,0,guatemala,0,0,0,0,90,1,0,2014,1,9,9
7,femenino ,0,guatemala,1,10,490,0,270,1,0,2014,1,11,11
5,femenino ,0,guatemala,1,0,420,,120,1,0,2006,1,7,7
5,femenino ,0,guatemala,1,0,420,,240,1,0,2006,1,9,9
7,femenino ,0,guatemala,1,0,0,60,55,1,0,2000,1,9,9
7,masculino,0,guatemala,1,0,0,0,0,1,0,2000,1,12,12
7,masculino,49,guatemala,0,540,0,0,0,1,0,2014,1,15,15
7,masculino,0,guatemala,1,30,330,0,180,1,0,2014,1,8,8
5,femenino ,0,guatemala,1,0,720,,105,1,0,2006,1,16,16
5,masculino,2,guatemala,1,120,360,,60,1,0,2006,1,12,12
16,femenino ,0,guatemala,0,0,0,,380,1,0,2006,1,15,15
16,femenino ,40,guatemala,0,300,0,,260,1,1,2006,1,18,18
16,masculino,20,guatemala,1,240,300,,60,1,0,2006,1,13,13
16,masculino,43,guatemala,1,720,0,,0,1,0,2006,1,17,17
16,femenino ,0,guatemala,0,0,0,,320,1,0,2006,1,11,11
16,masculino,0,guatemala,1,0,300,,245,1,0,2006,1,9,9
9,femenino ,0,guatemala,1,0,300,,0,1,0,2006,1,7,7
9,masculino,0,guatemala,1,0,360,,0,1,0,2006,1,12,12
9,masculino,0,guatemala,1,0,360,,0,1,0,2006,1,14,14
9,masculino,0,guatemala,1,0,0,,300,1,0,2006,1,10,10
5,femenino ,0,guatemala,1,0,0,0,100,1,0,2014,1,8,8
5,masculino,0,guatemala,1,0,0,0,85,1,0,2014,1,12,12
7,masculino,0,guatemala,1,0,360,,10,1,0,2006,1,10,10
7,femenino ,0,guatemala,0,0,0,,0,1,0,2006,1,7,7
7,femenino ,0,guatemala,1,0,420,,30,1,0,2006,1,12,12
12,masculino,30,guatemala,1,0,340,,600,1,0,2006,1,14,14
12,masculino,0,guatemala,1,0,390,,0,1,0,2006,1,14,14
12,femenino ,0,guatemala,1,0,0,,690,1,0,2006,1,11,11
12,masculino,0,guatemala,1,0,0,,570,1,0,2006,1,7,7
8,masculino,0,guatemala,1,0,540,,0,1,0,2006,1,12,12
8,masculino,0,guatemala,1,0,600,,0,1,0,2006,1,9,9
8,masculino,48,guatemala,0,480,0,,0,1,0,2006,1,17,17
7,masculino,45,guatemala,0,480,0,,0,1,0,2006,1,17,17
7,femenino ,24,guatemala,1,0,300,,480,1,0,2006,1,11,11
7,masculino,0,guatemala,1,0,300,,0,1,0,2006,1,8,8
5,femenino ,0,santa rosa,1,0,60,0,240,1,0,2011,0,7,0
5,masculino,0,santa rosa,1,60,450,360,0,1,0,2011,0,10,0
5,masculino,0,santa rosa,1,60,420,60,0,1,0,2011,0,8,0
5,femenino ,0,guatemala,1,0,0,0,0,1,0,2014,1,10,10
5,masculino,0,guatemala,1,0,0,0,0,1,0,2014,1,8,8
15,masculino,0,guatemala,1,0,0,0,0,1,0,2014,1,14,14
15,masculino,0,guatemala,1,0,0,0,0,1,0,2014,1,13,13
3,masculino,0,guatemala,1,0,510,,0,1,0,2006,1,12,12
5,femenino ,0,guatemala,1,0,540,,60,1,0,2006,1,8,8
5,femenino ,0,guatemala,1,0,540,,60,1,0,2006,1,10,10
10,masculino,0,guatemala,1,0,360,,0,1,0,2006,1,9,9
10,masculino,14,guatemala,1,240,300,,0,1,0,2006,1,17,17
10,masculino,0,guatemala,1,0,360,,0,1,0,2006,1,11,11
6,masculino,0,guatemala,1,0,600,,180,1,0,2006,1,15,15
7,femenino ,0,guatemala,1,0,0,0,60,1,0,2000,1,11,11
5,masculino,0,guatemala,0,0,0,240,60,1,0,2000,1,7,7
9,femenino ,0,chimaltenango,1,0,60,60,120,1,0,2011,1,16,16
9,masculino,0,chimaltenango,1,0,0,0,240,1,0,2011,1,18,18
5,femenino ,70,guatemala,0,600,0,0,0,1,0,2000,1,14,14
5,masculino,0,guatemala,0,0,0,0,180,1,0,2000,1,11,11
5,femenino ,0,guatemala,0,0,0,0,90,1,0,2000,1,7,7
4,masculino,63,guatemala,0,540,0,0,150,1,0,2000,1,14,14
4,femenino ,0,guatemala,1,0,420,,30,1,0,2006,1,7,7
3,femenino ,0,chimaltenango,0,0,0,360,240,1,0,2011,1,17,17
5,femenino ,0,guatemala,1,0,0,30,0,1,0,2000,1,8,8
5,masculino,30,guatemala,1,0,0,0,600,1,0,2000,1,14,14
5,femenino ,70,guatemala,0,600,0,0,0,1,0,2000,1,15,15
5,femenino ,0,guatemala,1,0,0,0,120,1,0,2000,1,8,8
7,femenino ,0,guatemala,0,0,0,120,295,1,0,2000,1,14,14
7,masculino,0,guatemala,0,1440,0,0,,1,0,2000,1,9,9
7,masculino,0,guatemala,0,1440,0,0,,1,0,2000,1,14,14
7,femenino ,6,guatemala,0,180,0,240,270,1,0,2000,1,10,10
4,masculino,0,santa rosa,1,20,390,120,0,1,0,2011,0,10,0
5,femenino ,0,guatemala,1,0,240,,0,1,0,2006,1,10,10
5,femenino ,0,guatemala,1,0,180,,0,1,0,2006,1,8,8
10,femenino ,0,retalhuleu,0,0,360,150,100,1,0,2011,0,13,0
10,femenino ,0,retalhuleu,1,0,300,150,130,1,0,2011,0,12,0
10,masculino,0,retalhuleu,1,0,360,0,75,1,0,2011,0,8,0
10,masculino,77,retalhuleu,0,720,0,0,30,1,0,2011,0,14,0
10,masculino,0,retalhuleu,1,0,360,0,1264,1,0,2011,0,10,0
5,femenino ,0,guatemala,1,0,0,600,80,1,0,2000,1,9,9
5,masculino,0,guatemala,0,0,0,0,0,1,0,2000,1,7,7
9,masculino,0,guatemala,1,60,0,0,545,1,0,2000,1,9,9
9,masculino,0,guatemala,1,60,0,0,525,1,0,2000,1,7,7
7,femenino ,84,guatemala,0,0,0,0,0,1,0,2000,1,11,11
7,masculino,0,guatemala,0,120,0,0,420,1,0,2000,1,9,9
5,masculino,35,guatemala,1,0,390,,45,1,0,2006,1,13,13
3,femenino ,0,guatemala,0,0,0,0,120,1,0,2000,1,9,9
3,femenino ,112,guatemala,0,960,0,0,0,1,0,2000,1,17,17
4,femenino ,14,guatemala,0,0,0,0,435,1,0,2000,1,16,16
6,masculino,0,guatemala,0,0,0,0,435,1,0,2000,1,12,12
6,masculino,0,guatemala,1,0,0,0,360,1,0,2000,1,8,8
6,femenino ,105,guatemala,0,0,0,0,55,1,0,2000,1,15,15
6,masculino,0,guatemala,0,0,0,0,360,1,0,2000,1,10,10
8,masculino,48,guatemala,0,0,0,0,0,1,0,2000,1,12,12
8,femenino ,84,guatemala,0,870,0,0,0,1,0,2000,1,15,15
8,masculino,48,guatemala,0,30,0,0,630,1,0,2000,1,18,18
8,femenino ,0,guatemala,0,0,0,180,100,1,0,2000,1,8,8
7,femenino ,0,guatemala,1,30,330,0,60,1,0,2014,1,9,9
7,femenino ,0,guatemala,1,0,330,0,150,1,0,2014,1,7,7
5,masculino,0,chimaltenango,1,0,370,0,10,1,0,2011,1,10,10
5,femenino ,0,chimaltenango,1,0,460,0,45,1,0,2011,1,12,12
10,femenino ,0,chimaltenango,0,0,0,150,15,1,0,2011,1,14,14
8,masculino,0,chimaltenango,1,0,600,0,0,1,0,2011,1,13,13
8,masculino,0,chimaltenango,1,180,180,0,0,1,0,2011,1,18,18
8,masculino,0,chimaltenango,1,0,480,0,0,1,0,2011,1,10,10
8,masculino,0,chimaltenango,1,0,660,0,0,1,0,2011,1,15,15
3,masculino,29,chimaltenango,0,360,0,120,10,1,0,2011,1,17,17
3,femenino ,47,chimaltenango,0,560,0,720,70,1,0,2011,1,16,16
9,femenino ,0,chimaltenango,1,0,570,0,0,1,0,2011,1,7,7
9,masculino,0,chimaltenango,1,0,540,0,0,1,0,2011,1,10,10
5,masculino,18,chimaltenango,0,180,0,0,300,1,0,2011,1,15,15
5,masculino,44,chimaltenango,1,480,150,0,0,1,0,2011,1,17,17
8,femenino ,14,chimaltenango,1,0,660,60,150,1,0,2011,1,13,13
8,femenino ,28,chimaltenango,0,0,0,30,60,1,0,2011,1,15,15
